m,x,y,v_x,v_y
3.898548444469761e+17,1152978763260.0024,557870180843.3804,77530.74359925525,77788.97963125518
1.783555445677747e+17,791148797865.073,457743936112.2481,15382.470835770346,97998.99825537423
2.2656902240798692e+16,923100512443.0469,1359180813571.9456,67015.25425395722,35904.69060111865
2.598601188829462e+17,101920027306.16809,656007495878.4346,25890.656214361385,73291.60200306805
2.927076752388508e+17,1103489931504.0837,20849841413.350655,39941.96419920782,42729.56933125825
2.6487664534753997e+17,1035748002752.754,522029058644.10754,89963.72733327841,42318.87053432344
2.447370134813056e+16,863761200563.265,418757407692.97345,61434.241748748595,27081.614115324715
1.2761524284588277e+17,65112353962.29896,200208891773.205,47536.464223291354,40770.75072550797
1.3379917792855824e+17,1005203656933.8386,1466313813816.1394,99677.38717219731,92137.96039804371
1.6532580794458678e+17,994487870508.0311,571996838893.9292,29241.71525428537,39967.90505819799
3.5082459210369146e+17,124398276752.19551,1398757697044.8435,35486.72530252549,99305.59902750641
1.2389466898486112e+17,1237827372878.035,1405106660200.0474,80967.84659658553,58644.219237456535
2.7740854810071325e+17,494290374626.39545,78604932101.12526,60470.00246204106,10020.515406578168
8.970760278133803e+16,1217386740230.7888,822206108141.2941,96209.2082810294,32220.260482415084
1.8328250734943965e+17,804565263053.0316,503037893741.60913,46038.13423919259,20304.547516781146
2.6445713555772272e+17,520219322429.58826,451548399393.6658,18160.19918854329,88766.90952338304
1.5800057632152298e+17,817212321943.1403,322988488562.0049,34510.846117109206,70313.10671016407
3.1761399361885965e+17,1199977447131.8433,1287851335620.6062,18175.688232976463,32963.90301483573
2.647378218372632e+17,168577775191.44736,945429387434.9716,8913.282633169261,38982.68850402544
3.2675610303037254e+17,1471482997915.4165,1044618472968.5632,98626.86496337363,33397.58806162871
1.5827151404009654e+17,1449166214547.2896,1441171072320.85,3413.7381857080595,70261.97027356431
2.7386063667316176e+17,164335087897.1116,962242179254.46,87287.76505345077,43549.535446452894
1.1892831576684378e+17,1359746701936.3215,1460702819504.462,25982.660880859832,1720.682334244572
3.2859716236063704e+16,188748406266.36923,1251636799081.4849,90708.2776569541,19263.25731254953
1.6102355174922736e+17,192406198400.42078,776878008011.996,60106.03851446075,29829.46807476742
3406538281619149.5,704436775680.59,1158477940042.8833,34272.2481674829,2928.7417901765143
2.912600242358239e+17,382727905579.4382,1407870854911.7256,52644.78135196795,95152.9841169679
4.730204694955401e+16,1061498475834.9418,888916521682.4128,4500.954022868586,9029.268959713389
2.3596275738822122e+17,251769281963.56268,192783211485.06735,73692.0961025151,34173.001253395065
9186722872240034.0,1339837564453.8098,515937022230.2541,81034.4095596238,38043.049308074354
2.0370332403986822e+17,796408369072.8088,851953562194.0587,7975.951017371507,7403.616158109017
2.210328707196468e+17,957071119852.8136,684123407586.9922,61195.06758147046,89591.77564819859
6.7802802906587304e+16,849684949019.7797,1300458860345.4565,65239.89433832779,83170.48273044435
3.5208507058119412e+16,1214131760335.16,144996127848.8383,89987.1948435298,547.6512180798143
1.358414041185926e+17,95961106164.00052,1444062468124.3875,32936.487520662144,14817.870012774225
943431777590527.4,641930261202.9181,1350038915916.8677,51748.62534529276,9187.803679068873
3.8087490813627725e+17,452336880550.5475,51122134809.5868,79984.30115395162,26767.142282559496
2.9767092957735776e+17,868076260453.8379,695906243255.2784,86175.23413701412,62316.90997697343
3.28315670212278e+17,1379069062510.484,450382969346.6875,87592.65913015637,26838.000318906306
2.7375887579563194e+17,957827764682.8525,360288652031.5975,63577.68175030309,21655.96827810119
1.3048488365910445e+17,436796812300.063,87990105696.6389,80248.1200143952,19012.08696169946
3.7995173493157504e+17,1323172151493.3347,252314989583.20297,76688.07248380737,41150.70880604119
2.4888502687339834e+17,905590959253.0643,598390736148.065,78924.88715679345,72829.06804077959
1.7592151064557162e+16,1304748852105.79,1165582301998.6084,1912.3449103609746,98351.19308725653
7.703482268726459e+16,704736094316.3838,24298164499.718616,7773.178734326846,76304.14009443358
1.97678385595864e+17,849501195352.257,1388315387172.5085,45361.638724015036,47079.71982936625
3.0036333572699264e+17,1283641034538.762,1277621448848.1785,99456.14805420957,16345.699525530823
1.8695806120034557e+17,1259251916508.1875,307168271258.7288,62121.2638019119,5832.83898996253
2.67056414812504e+17,471045044520.3074,1291898674782.485,21414.786081671868,95132.11464658644
2.201798017333071e+17,420078894174.2209,525362740946.97595,49524.62120303765,39671.34756309471
1.1349123931170269e+17,1199410806551.5122,965720449132.8887,52613.12379373284,33510.446905780314
3.1622997385442925e+17,1209475213861.4138,139162158325.26492,37237.67762528259,70668.6939537992
4.6130133008522664e+16,1413602908851.5786,755048324559.3684,73528.28258345886,1716.5832832341189
1.122059228467889e+17,1151919453592.3904,955465702248.2496,28785.72076910683,51349.93135743857
3.5205065740277126e+17,1365614942507.463,1457793717354.3853,56756.387709558214,23232.970544009713
2.5589413791705123e+17,1261981980122.5525,897588559838.7548,59967.64707245479,71881.99548728962
6.630048683244506e+16,785163091785.7263,842458590327.9949,11970.59733583259,3247.9577066691913
3.8747933727455475e+17,1090394871344.9329,44330648761.77494,7772.6155778110815,43604.61466347139
3.1945769819721574e+17,1067957592135.0682,950873951679.6316,35178.26761769478,27884.994224701488
1.5589414024370984e+16,31144176612.528225,823479982558.7583,82641.27371818975,66257.785290269
3.852283858303154e+17,360167777785.46094,148029577204.3696,13601.61052948472,73331.36970375522
1.3957634351312304e+17,992806156445.22,609735925179.3231,25414.83586488927,34796.40641367759
3.141991553439753e+16,255149649734.6996,199035500604.9283,87230.03837923873,16004.526414460894
2.5192727786009277e+17,611801120887.3562,459145818240.4509,3899.0515727592156,9992.343476225808
1.6952989753478157e+17,1202871879780.9497,444161531352.2435,94299.44960076794,82147.70072328286
2.36008101245573e+17,488149427128.04144,1404616170119.1196,49736.62474388608,47695.24153268283
9.033271901077848e+16,729571482754.6185,1132132042087.5337,46329.114347251896,4601.792860061938
1.012662306935049e+17,807017026988.4692,669008646221.0763,46953.919108761926,75014.42942117425
1.5075792250174122e+17,902481871520.9316,88018928402.19109,91922.9766191295,39693.70615105651
5.249318740453246e+16,1340067745037.2976,71793420969.9671,96417.22611191473,46779.659422141594
2.076711538223876e+17,621552169721.7582,136155860071.65974,24951.66270579755,89274.51556264966
3.4002450549173466e+17,728613135380.0322,284617803532.0052,65981.85980819132,78325.71811225153
1.735661704680239e+17,1449625861655.6672,864559173530.943,68740.02659526136,27999.4670998043
4.650131157268699e+16,471312716976.8873,202798735530.54742,39128.56779421817,2365.877932253757
1.1275434199611786e+17,1187607615780.2993,427513507193.5383,97090.84488804627,16472.169157226024
1.2227458184008296e+17,1215454897258.4421,506823590662.0517,15755.157547913057,20732.85482095546
3.8714886684678195e+17,474213223787.3464,813322923231.5591,59487.52545155871,33741.17237696618
5.749798324258837e+16,657827219433.8864,161212632149.4947,6694.274830692204,93602.74856273166
3.602638193015385e+17,368637673300.06287,966146400632.2627,11087.525133752162,7407.435966518838
1.632415382577383e+17,1035053073644.5083,68131821459.12851,2107.9206687201977,37364.07362236092
4.638700988240222e+16,1343748334616.0913,1101562459730.3186,10050.786010631486,64254.74882899941
2.2804379881177062e+17,96313836421.3062,1464242377266.4028,87559.04860073565,62903.58791264653
3.4682057272912205e+17,464240063188.4055,1455788048028.9978,10479.966158690977,561.8149784878179
3.231374352964955e+17,764011786764.1971,1469952405171.8108,1306.315225704524,74613.33343409933
3.846472535711852e+17,1420252500075.1636,23453470268.40378,46762.06509334539,97096.05689283545
9.496468981454643e+16,633902126794.9452,1115109703887.4949,91206.96968374607,36576.480308792175
3.8690845328639066e+17,478094596718.6355,972626546413.437,25043.01268735617,22546.321828652126
5.166726381446022e+16,1152179757145.5234,1373130490766.34,25372.86429758092,91524.02835945925
2.0030702446238266e+17,911903747341.7449,1473963134018.154,49172.890283467765,63015.878507699555
3.2245383709281184e+17,1359460148509.557,1057200848943.0128,47883.20249459744,88022.92757973397
2.2059007766733398e+17,35414321409.11853,941486285021.2971,14090.143512101638,17451.779144572152
8.241724231905382e+16,143918656273.60947,1378689795826.5327,32862.87777771931,80202.0821287851
5.82576522332006e+16,444450240866.61865,1019699148016.9963,55977.2985188159,66276.04780781773
1.2105865995144222e+17,299990671900.27374,258704455547.75342,87680.28413823464,70587.30837154073
2.2751355064970253e+17,76046775020.91568,1137946707089.888,60358.56244606779,22112.77890499044
3.9551124983743795e+17,1193150662524.2876,781817745931.3401,96050.64179528257,58455.99835699762
2.2018417996380346e+17,904716358220.6499,161445230519.15668,97331.50689056804,44066.382755460945
3.09538987223878e+17,590210320036.134,136035510901.53648,66005.14347396002,4366.403384694929
1.6611681843591827e+17,936991609605.7927,210635713213.487,93044.50777603312,93124.41221050585
1.243705164982236e+17,970109424821.0048,1188163181379.8025,7228.1462026621,3625.526614614827
3268661281121096.0,742056643244.5575,890388628786.8005,44017.32916559795,53260.20626565658
1.2039890047460288e+17,47717135253.15961,116112774010.12167,51984.80961772738,93031.37733615511
1.2380055523517851e+17,436451277071.42285,1157429607192.065,87294.76384806637,42562.68690253147
3.5875669301271475e+17,875319247159.1453,163845857335.62155,16268.816609157433,12633.674379640735
1.5207559807076512e+17,508680653754.14026,635647154742.87,22685.5590236704,6453.993303120765
2.6374896487492326e+17,1159660114774.6162,783555686603.6333,81621.39429633415,89926.93456412308
9.53922565510923e+16,19612067965.311085,917649827603.4801,71214.8682313722,23310.676459594582
3.0412240966872006e+17,1459910322852.076,1375312810199.4058,77896.1628269914,57980.70170818289
1.50257167799821e+17,56079431801.13543,585411867024.0052,58183.358941584505,85724.69677351406
3.825148851154769e+17,1477438310643.5154,248279511440.1301,20781.84966004162,15410.43754225405
1.7237338946667082e+17,1414901465410.5188,122224849957.93806,75611.33135786015,9024.48495855488
3.8842884154552275e+17,1021627598537.4154,77756252943.89433,38471.93617443402,59059.042124526444
2.664053523024445e+17,10883380266.470224,1179850187881.3823,77435.08113868455,4243.498056789463
1.4944215645340384e+17,821497571736.2438,1014227331034.8724,85741.13446285424,4809.497071796698
2.8493928137648064e+17,73639603540.5729,296085903141.26184,9626.965598153181,93867.03309992912
3.913640350269011e+17,1372898603509.757,734259576657.421,65073.98374429234,2202.453458916587
2.7456500090178304e+17,558893707014.7212,749890244893.8546,17563.815526729188,55944.3390462678
2.9950528534003955e+17,1344504855177.322,716415028190.9756,1278.738804500068,65346.348568621266
1.0450798996301606e+17,1122561987813.8823,234736548590.0032,10098.218166418494,7334.096713333871
1.3144615282549054e+16,107669081127.96866,1391510756524.5024,13137.930646500296,32204.252981392743
1.9054147948426678e+17,1249170474810.2515,1091042827416.1732,64709.83079740563,54200.974399891085
1.1341454008935322e+17,1037053782920.3253,1279822018875.1614,35705.19534823314,69867.56834857629
6.693860502754523e+16,822975216382.0897,1318773436695.258,3596.3116330132384,60087.32858411868
1.993315475475735e+17,729618550467.1743,74083856783.95575,47702.55609721132,39128.16535162895
1.8308176884177894e+17,1036825268870.1848,491017131972.7813,96810.73732985138,63823.743628259996
2.2737597297250038e+17,450444128674.58545,1238563869742.7502,23515.82957294507,21293.291203717024
2.927224833706908e+17,1109091991520.443,759678561501.4884,38229.50220149909,76964.83720363416
1.694148719997514e+17,752243487752.0312,444551870956.46155,20102.554215132328,48075.88762502923
2.5408916800004227e+17,1305841800016.2388,310075916404.9737,30570.11961899082,991.8713604002317
2.0636534290518525e+17,198347959776.83887,734329985404.5776,43772.79252164365,77708.61725524835
1.7472470820912246e+17,863068543290.6864,24608338776.757,40457.38863124419,93584.64409123456
3.05091796374631e+17,1124436236837.2297,274096214324.7461,59121.22229826493,50274.73727355303
6.927475489044377e+16,356379158125.56824,130659983111.37148,50713.86567481385,36668.98557952063
2.684152660382799e+17,274246596581.43216,681276782553.1001,25699.650040684373,48266.05049463437
6.21068771951157e+16,363437060962.3427,1080762746856.4159,10918.413522257753,51981.10467481969
2.3978819825541364e+16,678878871877.6498,1335522842162.755,78206.97744809533,48966.803846803334
7.702940109783286e+16,479908877401.7641,402763106542.3763,56610.59581526969,89434.09208916266
2.0976005469059204e+16,39542229068.575165,1054286880886.9331,13064.888152782285,39239.9315175004
8749212482294220.0,425211432681.0824,853596454163.8668,11411.648679432461,33466.41243382297
2.892261788403507e+16,1465924730224.604,1102449162834.2961,28485.20137883789,97698.60319729273
3.5256497570748666e+17,973208142197.7024,932765044377.206,71898.34240739325,21626.05587924232
2.7328763318705504e+16,687410524742.1685,161851532159.47366,31162.187440904334,34538.88422353993
3.507633953014838e+17,643833961571.8059,251112605869.8189,84478.56162443175,31091.01716480145
3.9566596122134106e+17,738939813627.7767,1130650764975.3462,91152.8351684713,9593.783752487883
3.910731705136341e+17,849456960184.2483,972973747311.4531,73930.5768013182,60995.89600635703
1.7086652926754794e+17,1483146211608.7751,359073855598.96796,17436.316017158206,22909.242116234353
2.7985412127475264e+17,1005611360453.2943,104004231110.2314,75983.48322929669,95793.81419128308
3.809557249495033e+17,1324862347405.6458,375353659107.18866,64322.04782202409,94438.34352780883
4.15166044563992e+16,864871158493.2706,86654691591.01399,79402.75060863284,53763.79915003524
2.2240067537054544e+17,1423033375167.732,67116833947.26567,58292.74351445978,88541.34671728719
3.315980846261138e+17,184628325751.4942,1269410866286.6538,1357.8937940984526,82608.56844534194
1.3416118803245218e+17,256426675577.616,332221921913.3747,45112.57732878887,26734.109812234743
1.2211009534838285e+17,413016758775.70593,1271565326152.335,68491.23013254741,75272.68287294146
6.0626189935443e+16,1213570234684.092,1061999026854.3385,33312.87134191812,61616.68187831759
1.1196555423074638e+17,213343178342.42154,83225219096.72125,61464.65552040662,79530.12004738332
3.910963733084192e+17,315134003811.22095,393434062154.86725,17677.32340899153,49444.75665351755
1.1304083131124022e+17,1399842354938.787,597962920882.6382,78305.3559029176,1004.0106277999894
1.643674749031121e+17,931692456150.6019,916108815659.1466,67867.38502007749,37602.433900465054
1.7615154090728822e+17,1442975534072.9673,924956146682.1926,22005.62579530132,47838.178341408
1.2683329100339366e+17,258628123071.63834,178981192002.34912,72733.68828294425,87561.0874626837
1.1890368828052894e+17,738066292976.0,1087722020652.4043,40120.48382830136,40739.49173832106
1.639191148731755e+17,1034709693075.4419,1485099174505.7222,46817.61301119571,78927.61935222344
3.916578439919568e+17,367343466470.39124,728138023799.8799,8320.09749125614,94944.44432233805
1.0337216381796334e+17,379258154112.0244,269596295793.00504,71600.89746346443,20956.326986752807
1.034944285310721e+17,786391031396.9282,1200542635527.7654,99532.82274132558,42887.36306228057
2.829618585655724e+17,1310028192949.562,107781512046.02455,28264.943228559037,24407.52009968775
2.6890005833398237e+17,228309897235.0566,548129921970.58795,49361.786397230346,84945.29008711882
1.61030020585701e+17,1348554004420.921,142805032872.32614,49260.85260435923,74546.2821632894
3.768494850626038e+17,340972594837.38403,1044428937677.896,91802.15832836504,38529.74775694071
1.4430292007168758e+17,531248229312.21655,1332790355359.023,98856.19152826183,30214.538146790415
7377616885705810.0,823049441107.7616,1467780436129.7937,10763.500113301605,24270.69426132853
1.6665234553142064e+17,560607432686.112,857676165814.263,29636.190025521013,36476.72670790758
1.2305920342858712e+17,1080250021897.5275,600491676810.5416,88632.81139189863,86990.5458156769
2.3161166962474628e+16,1111751248329.7217,199832182803.62802,39346.566400171396,22598.605898698253
2.4773945648566835e+17,591348075884.4513,1209343944004.9949,83935.77827729043,6000.751860166464
3.661310976574183e+16,1029305961907.9714,1240482204003.7156,82355.20205747889,29916.42245331223
3.744129680123597e+17,539139728508.0229,1444243378386.721,96809.30231575604,70516.85931306724
3.4678131761130797e+17,555004596468.9779,998510312499.8119,93605.04344363244,87174.23797434005
5.886697899020898e+16,523854012907.584,1073208375191.3289,82284.70815005833,10917.652795127155
1.4062347208274493e+17,273787735502.22656,439294644805.1028,13827.03223809062,84037.3894579296
3.746867422616498e+17,35715600605.45392,1212838917322.505,63115.244826822935,38638.39580100182
2.884887637367925e+17,96769052910.42664,800768269005.5391,70785.80606700284,16851.345656906837
5.728322939941471e+16,156336239808.0336,417067222057.5054,49655.090612016786,11549.352100770482
3.018381938578862e+17,1223718975764.2454,226681894779.09174,3212.5007490036437,40131.068587088674
3.745214090571131e+17,216126742157.85532,250962653415.47635,59536.155281135056,99544.04351774625
2.8132290406141165e+17,17645159617.708237,205549485679.7218,2017.1235614967143,9035.83397172535
2.5742747323386096e+17,694101905166.4773,1489309274126.9084,90165.0423590138,63526.18972625655
3.448197010427162e+17,776354433255.9962,751131236898.696,94670.31365978283,89607.47300880788
3.0880454681004755e+17,221940605429.0633,1417818351115.8936,45564.83212293638,52196.739368673996
2.420393314361812e+17,1446569575504.4756,220820283472.18005,55302.964803733004,78058.9392094898
1.0980217951781064e+17,10851692140.932465,1171370119528.0298,46347.7726947486,12037.72214061357
2.1004891682832874e+17,364321519946.33923,546903632053.85266,98580.81209308587,50363.39919092607
1.2185705372668643e+17,621776170476.1282,218537397015.65714,65172.884802396155,65213.21512686892
2.986357535378398e+17,1299032028779.5156,1269751837296.225,75096.6027265586,54883.03918685117
722935000807098.8,635453729607.2322,799711187870.6658,18989.99333454062,66100.48502241568
1.3157787013851784e+17,1321427265367.6733,1218802138245.3376,89895.65251478917,61059.48719524837
2.7996242498348026e+17,109405223413.97256,120796987123.93497,75984.96356785909,38547.788590287106
3.2407174974839056e+16,190214484745.7226,103877440395.23973,27329.854201712154,35680.47472340133
3.405123787467631e+17,449935604646.96387,1065483927385.0948,73723.13584022022,51509.145063053744
4.85276213490842e+16,1358716686897.2065,1230658726127.5278,42095.390459905466,43029.68937246797
1.5194944040803184e+17,1177824975684.5647,632712940107.3693,3687.81363076075,79555.21990966533
7.2048674431769544e+16,456099140753.73956,1363728497351.7358,70274.95588812421,92509.80132802772
7.065094555569033e+16,181040997714.8171,211873431155.88882,4673.803197193105,97305.32103963725
1.6638508377536672e+17,1416247229134.4924,55049801955.65326,91917.15463041684,734.5740575319115
5.412850501411564e+16,472786310541.365,1486081975889.2158,82389.69347311243,36501.58644090681
1.0971510639675461e+17,1494974253315.2717,1459184334307.5154,4499.026995712063,29119.91071726986
9.51333370604984e+16,59182530228.34986,505776490913.78406,26528.07376283686,77322.63273554998
2.7360067465408883e+17,731887514790.4468,1273841231838.3896,34432.31552176025,93378.67344755858
2.7594110165712918e+17,512477843315.0595,983251262644.2245,15483.448243682818,97014.82906270945
1.7926563781957408e+17,1284431079906.9507,616153170832.6172,41683.512637602194,15550.26407103205
3.01024177765602e+17,623521638053.5693,908110188187.2323,39952.271053178956,34048.86899862591
2.6263498176936413e+17,593159176466.9048,293101470890.17444,43594.17154905887,7266.155017800157
2.629802444469812e+17,12730892477.140547,171175615407.66382,99396.52183957885,1317.7386951086278
8.530514165876709e+16,1315845900924.1716,1172985521614.0823,40831.71391171218,22933.995677303523
2.5529552727940438e+17,949547560065.1417,365250181044.52985,32727.550824867776,79890.63508292877
3.997472534751213e+16,939635135862.6877,1387606931850.7634,73674.00590072629,63734.25552517779
3.8553964701425184e+17,687318077676.9014,299799677695.3786,43492.60654390997,18035.98593310678
3.572787011627495e+17,1038564381751.2097,1095465799423.6514,67720.51363845509,69595.02552523618
1.2296438519240424e+17,450521603570.2859,1276837896881.0588,52280.074039519146,19770.669515895068
4.837949762157998e+16,276708840630.79333,378942215485.9702,95325.46202393105,14093.464759687024
2.4967055312017156e+16,553121213838.246,1113718153614.2983,37573.99690784974,49821.6749547536
