m,x,y,v_x,v_y
9.149804513499954e+16,393673596716.9366,1477234933730.118,54602.33173771649,29459.794648206316
3.3610497973233766e+17,622293763041.014,1240811946058.696,62897.68041318584,64610.749635701904
2.5919804744118612e+16,452956533682.32825,1391273327524.0989,28707.37378229441,63271.81668785562
1.6896318849505763e+17,1011134495977.3638,505967973245.7696,31614.471693449887,4023.746694369379
3.81457282555016e+17,24784771381.51774,367079282551.88904,56437.83508705842,33905.91204370915
3.601518376136642e+17,319889533953.6533,1121204571299.2407,14304.649831354787,77103.97029025048
2.2778619734784502e+17,1493955935162.2932,770135492375.0846,10904.841588449077,65712.50587203265
2.7520434960843443e+17,626218868221.3373,1206934396210.334,17251.54103919294,34710.682049256764
5.6480472086844536e+16,913481766908.8063,99428286169.85406,40204.40509128922,21453.58436029753
3.150964266456135e+17,1133227942556.433,1287629002742.3945,57044.69984499029,82300.87845697376
3.458635487020036e+17,1225296148631.449,934142553102.9214,86634.60530471159,22740.846203182296
2.2920400951595693e+17,910154062853.9149,821404575484.5754,36830.23447046872,14856.795943514446
2.098208053686854e+17,676339187282.6063,423381163739.3032,9125.195728287337,12128.961921411385
3.661527858399797e+17,1166372115969.9197,785142517698.6597,70275.39195946156,91177.8517809333
9.664571799558086e+16,860437669269.5061,305312029469.36804,83951.35558059772,85067.15971367451
2.3607236268234192e+17,10090190039.696945,853165710891.3151,5882.6665446115585,14381.393102688467
1.4704479907537027e+17,1026896111198.3203,304206916825.3529,61022.626752139266,80196.28222492493
1.1594774722602558e+17,818087491057.6198,345700362933.83093,69979.87992420749,77559.41298031177
2.292496849978978e+17,41112028705.22757,1249778416747.61,92860.03884830995,11553.715458100032
3.656275682211883e+17,740698137194.9086,51247839623.54462,23833.97455610382,90856.11024541006
2.2918098340580618e+17,1175051685196.668,1288202515432.2217,61306.983647978996,94113.95343389438
3.1716568816235996e+16,1227800732381.295,481313810623.4553,20866.822084120675,12763.602698980127
2.3322355971706394e+17,1267010580853.2869,711261300617.9349,75036.6647058524,83930.78650935042
6.847953084476326e+16,1426258150250.1426,959682795792.7944,46631.42543074426,83558.21937221591
3.966847691219436e+17,735313314195.0021,1389549014116.6602,12573.579367825716,46425.3355990042
2.015314264218169e+17,116299916861.35356,1360032030506.381,78109.4288242137,79833.84199481933
1.688198991430841e+17,468896969998.3491,121338263400.54169,439.36065687765205,41135.20191401842
7874111780320997.0,959024834606.1162,692571974384.3922,4393.869061233168,59205.71501562111
3.3042048853208205e+17,251817386497.69,933530104021.2042,7733.596263266318,57599.55047673597
1.4709500124510557e+17,1429491752101.75,1048491003246.2957,26432.327847619556,48412.265461658084
1.9145889578669306e+17,685390000984.2175,356542856360.0183,57103.35760175405,7397.936748127688
2.1631269784056557e+17,801324262092.308,78833617170.87238,43120.259028973785,27680.443194539665
1.888975763741827e+17,1161938285943.4087,27075220028.675335,99939.65700097074,36442.30925750748
2.112901569029437e+17,334231652417.78076,1250614067208.8096,81514.55018400925,83002.67431205732
1.4417115644546224e+17,530949425491.9811,622843686567.6863,42676.83624559001,59590.52468673119
9.963093277295176e+16,460867847708.55133,937773313791.3141,32494.71475694443,21079.99868199454
2.1659945032417456e+17,291026260414.1588,1434027594491.905,26410.24943434579,54540.45649037587
2.0897978951170074e+17,256718663780.252,1005927016279.6107,19613.75715884688,8390.155743678008
2.5456763015101254e+17,331774399306.4273,230751163141.30627,44710.473367463645,60792.400398500846
1.7146347734921888e+17,1471521283571.0762,523329981417.6378,82423.64003824121,80602.66085169537
2.0453257229813232e+17,679652570955.626,60388372590.968956,69430.7972172939,8854.451000680463
2.000201428030367e+17,220630036914.00467,663306881801.7905,26308.20360723156,30103.57858631528
6.839109924250983e+16,556448525499.6548,1309133689405.1604,32282.042990300277,66249.38182178923
1.7184163565132586e+17,1375677375337.846,730420521986.0881,50929.180693523216,55941.09155092789
8.45918436330712e+16,1158637260967.6067,548753415197.7019,26257.823379141657,57687.355951151556
1.2847166860267302e+17,641860578512.6146,1047988055194.1484,86290.63879923211,99062.60832028741
2.377986619485558e+17,449175188538.4704,521963004786.67413,94248.34347569877,70768.90692266321
1.7381647935336326e+17,502686983655.9681,243924139389.28687,37163.453652069715,7162.864839325067
2.8587843837926608e+17,342168876510.9981,359861450657.779,15682.587384788083,52441.87577831999
1.906068226020201e+17,424535233370.2675,592771630187.4409,80195.74432152229,76735.08885952587
6.252289992905887e+16,1017772037945.6283,427795647621.2715,46185.28677670025,93479.35200586026
1.995892177746082e+17,345190402749.1441,1383921707507.9617,88559.05875323531,32775.821973775084
1.8055110653120115e+17,252449158203.88333,199169178036.29193,52118.79892006227,95570.87541210548
3.26288004738854e+17,1262391477200.5544,1132171752906.653,57906.73961397643,42704.60418303576
1.2987673690362229e+17,759665676011.9076,1282482323073.1023,24997.243618624212,92265.53218840565
3.7368943393235066e+17,361147677230.5727,66121720982.892944,31688.632588021694,77398.68974755393
2.5999787809717504e+17,648964301462.8043,408679158839.5456,53591.31956616265,8293.948235242344
2.217011877049935e+17,862777030704.4646,1409620618630.0295,81281.63573838538,78604.12424927151
3.1384045212017786e+17,1198948957018.1423,1457836774885.118,33456.04640166054,77028.59562394072
1.0400109042167222e+17,292468554450.0624,509052593840.51324,12382.909475222503,10742.756853422208
7.183211138337431e+16,1122982193397.3464,1079816084347.5972,29092.44580987165,86827.77884762372
3.795801724040499e+16,32057051415.21642,654410334865.4944,51608.35347227485,72446.10284990224
1.926269248082323e+16,1226569139347.0752,971509667249.9355,7526.837789724573,78322.07273824702
2.896679040641285e+17,707424486285.3666,1151296416141.1492,28496.250014488123,37815.981794325126
1.8697114910104525e+17,232416176861.707,189927525960.08023,93559.64054020902,88785.47105515341
9.670105400924091e+16,1232533941295.6929,1285213856531.8079,89323.96048762501,22141.33380342882
2.925669984169827e+17,1116584960790.2,81301959252.99579,2756.4926341527407,87642.36732114079
3.305200739838592e+17,1366968148384.3032,607521694664.86,99368.5923742783,10160.679932358296
2.404311381831888e+17,760963981100.656,601882334189.0513,63010.13081371648,65796.24772423966
4.3537921136544696e+16,1234476343903.0159,693669671363.7035,30265.920051454475,29442.6957121652
1.793619959255336e+17,41947149081.527336,433122297178.02637,7316.631752812642,8213.4463360514
2183342520399249.8,1332621148723.31,448908482409.9901,16433.251224168755,96491.34985021254
3.7818709561698874e+17,1290082551800.8662,677976625582.3414,3037.0965066446765,55677.14913679101
2.1119380532974538e+17,1292482011863.743,1410898670113.101,43066.87454011399,54009.76525292299
1.7767548970806515e+17,110287186862.05807,1192986419075.4294,27345.99598160824,1142.9117439621716
3.523213005613688e+17,318290355613.73883,1104058729404.7205,82318.2900129473,80496.98054108814
1.4838994423623843e+17,841785299665.8401,1015868465906.6222,21959.620105931775,55238.01825842582
4.038621426825397e+16,814479981166.3206,1083547434682.6989,64415.53518738348,2667.9929307066086
3.574998282760469e+17,252291279237.69565,935663855640.1411,91966.27069943181,23771.674488049586
1.3002025374566184e+17,1087054227326.6044,1238454548246.7192,69545.85310188553,5615.484630245272
4.999396125409892e+16,1135436217266.2935,292531429854.2232,59682.95558584134,43229.132635710754
3.787027114899166e+17,1236752203644.2148,1410039494660.8362,34467.14341952486,97932.03799008377
2.2527514553141818e+17,808007550094.1295,8896533393.170103,85474.72254833388,67573.33236758462
2.129594837836198e+17,704778012118.3602,419375952211.84735,9541.69972496759,17472.820442106608
1.3197154620983392e+17,972014143910.903,707323866410.443,13470.98871094017,21935.666687019406
2.5719087982429446e+17,324275790608.3528,549653154168.4028,70090.24767190176,26273.341677653207
2.245178799187946e+16,181056147301.3867,1388110492992.5657,22110.662031298678,70827.38926047347
3.518536329469441e+17,1335344603232.3613,1209410111376.8425,67475.11068476198,54461.00967601202
5.320830978571423e+16,795669290482.8444,206866401392.5053,34962.92507200178,21666.28727719178
9984992482394552.0,308260629937.6144,180642169329.14883,19843.698194193905,81121.62993919892
1.7663361188249616e+16,1055636580976.3434,77151963956.46933,74259.3490303709,8094.576824406319
1.5764321449512483e+17,1242948497697.3489,996068388198.4183,96549.46423287402,50662.32306852364
2.6399328967511402e+17,94451736554.84976,1487924049958.6694,64735.56726272683,99932.87724760035
2.5956015402931562e+17,743193255921.381,1413529718026.275,12048.162394985538,99488.6814818105
2.5849997918991978e+17,1166402812274.998,442741786558.0169,54270.06603494772,35106.9659755623
1.2523825149230696e+17,984789420798.1477,951907013889.4677,4333.616172843069,35397.21942908353
3.167864284092394e+17,1204841144216.8362,1056786448168.8423,42050.66706230273,50507.3270546026
2.7782884821306566e+17,1326382027475.1277,1386862098501.199,3524.4616728468127,36137.851891380225
7822422942664947.0,1289970396861.5842,1097369876818.3544,39745.37736514964,89448.88821662252
3.47559607075206e+17,383064430337.27295,218423194361.68283,27647.045152604944,24657.65624655457
3.294029785915387e+16,223688695209.4823,516363006551.5948,7532.655376096964,54695.76823461366
2.6356833713111933e+17,698775564077.4396,196080862452.5727,94338.59451974767,93376.26281560054
1.796436571103402e+17,129926885621.9441,1261453171110.4116,77616.81088355054,12400.75531246212
2696598136257399.0,1075702821065.0522,1304322318718.8132,20343.391198817793,71552.58346892307
2.7841553396206058e+17,257673043010.9379,807883921499.5516,55073.336536135575,36074.34049631081
3.1802890649205715e+17,68833110601.46802,364451805562.59656,36334.090482691405,61969.61630816213
5.973673857222187e+16,523846080600.6023,208967349884.40366,20562.325368254486,84129.99177018281
1.0788098648920595e+17,1444428815181.1013,60708710719.43705,55053.909619250604,28402.54691971293
1.6830604506993834e+17,530182009843.61224,33680374207.21058,59929.284282346685,26489.328669228827
3298347248682918.0,276137101774.04626,1324111651727.8853,33362.41811785589,61953.74942971211
3.063730234144896e+17,1413446445128.4307,295065187494.4541,86044.40018913455,4001.6123645054586
1.910329422671537e+17,1407939357244.9062,1144075771636.6313,94103.19550908063,2724.484570636454
2.850002941759275e+16,289186229867.4615,838192135394.3827,84439.36680629195,81075.67232733646
2.7354327657370243e+17,781695188569.3726,1090582408679.2762,92986.54028461543,30470.059454658094
9387995358983500.0,1245368522336.3196,1311940542868.6921,2078.8391265314176,81143.46026753995
4.7689838096552856e+16,691961665894.6602,1360947022989.714,43227.20851063851,10937.799800170043
1.4594633972117942e+17,1020165477231.8771,533491293153.7477,3454.81147430341,71221.48384725241
4.690844763323463e+16,799191313929.9131,283682360174.5886,13746.076963475161,7632.0347844683
3.8006068697783456e+17,193442543382.57666,1445596273623.6567,41348.50579580131,67500.92048465057
3.76190427079485e+17,19429561721.209328,660318066929.5366,88530.8448771805,3533.432952253124
3.0800497604039404e+16,698493715446.6053,1457527663288.8787,69904.8134366279,40269.431698647
3.9511342927723155e+17,844998541505.7875,656784104503.9905,31287.84609383982,51594.888713100016
1.3541940245419794e+17,948868672111.9873,499812494479.7223,67472.22801882286,85247.63389016282
2.6495160793778333e+17,229017588479.50327,1279058943035.581,29834.17829701853,86367.26107229784
4.2300818534263336e+16,381240175430.5526,161282100674.36893,5631.458072879669,41193.37273707884
2.9324842091478835e+17,477213653461.7248,991082561630.4435,33613.35915772974,99382.07211963867
4.097406247119755e+16,149773256410.58563,532702342838.5883,59137.61157263039,519.402105260014
2.3991181959862835e+17,1420845696407.7673,133043784924.82802,44219.398417877506,18219.505312633555
3.7600190967065114e+17,277057249350.06494,252171878426.97818,29028.327455657465,14711.790991278873
7.0783427649581e+16,3156715346.0691814,1089889288023.7997,52212.894440976226,44362.066985901074
1.1505112318641029e+17,920060342462.0056,143637055468.22974,20319.205263287335,24159.63017594409
3.3499745297255795e+17,268562267803.15994,1057298788162.0044,10067.289240304388,97210.12673673035
1.0914336185318832e+17,826550613197.6194,1120927970460.9893,84701.1861295404,11181.413122151007
1.2757961168960488e+17,1173571306809.1584,1327365318381.5112,51873.97779214725,17883.711278088922
6.1503863507554856e+16,233046347509.70377,1067956108132.953,18729.875198283105,89306.10699415245
1.816824525104417e+17,425042780620.26404,619187340500.1848,94246.69889870052,69702.06618321883
7.134857217935168e+16,382474126499.8472,549084739895.28735,18063.458773836093,85187.70595365463
2.2041197752348592e+17,393236110236.0185,282208008035.7365,53532.66139770352,58033.15049394474
2.8119376018364797e+17,1458176055900.4204,1107239933029.4307,81955.01112191602,572.7580055028492
1.596628421610961e+17,6621887055.711246,588440396678.9629,4698.9098489469525,1765.7304119720773
2.282764011175575e+17,462942715601.0164,686242567027.0352,6040.918133201856,89625.95949468238
1.909338834484566e+17,753423411426.3306,1465113926515.3857,48006.78747999636,75359.02101727074
2.373194032410935e+17,1330308651002.0298,276441944915.91077,5110.469403156648,51399.40819171334
1.3612729456568202e+17,86143558380.40622,542139571624.73425,59491.121523174086,59264.524413968036
2.5587565696987053e+17,1241648652318.5715,1426082064851.4778,30424.233083194085,50468.120171285474
1.6496182640886877e+17,583664877536.8246,14278545481.804777,32012.715025239515,2625.276693004486
3.918970239530182e+17,1070200181446.3134,946887763918.7975,88728.12912872476,79167.03139989829
